label,duration_sec
bonafide,1.895
bonafide,2.54
bonafide,2.8
bonafide,2.36
bonafide,3.695
bonafide,1.945
bonafide,2.645
bonafide,2.67
bonafide,2.09
bonafide,3.68
bonafide,2.145
bonafide,2.5
bonafide,2.315
bonafide,2.565
bonafide,1.85
bonafide,1.895
bonafide,2.215
bonafide,2.075
bonafide,2.665
bonafide,2.265
bonafide,3.325
bonafide,2.01
bonafide,1.585
bonafide,1.6
bonafide,2.475
bonafide,4.505
bonafide,2.465
bonafide,1.515
bonafide,1.7
bonafide,4.095
bonafide,3.595
bonafide,1.545
bonafide,2.01
bonafide,2.665
bonafide,2.6
bonafide,3.685
bonafide,1.84
bonafide,1.995
bonafide,2.45
bonafide,1.93
bonafide,3.005
bonafide,3.325
bonafide,4.3
bonafide,4.255
bonafide,2.745
bonafide,3.565
bonafide,2.325
bonafide,1.62
bonafide,1.885
bonafide,2.24
bonafide,1.785
bonafide,1.595
bonafide,2.275
bonafide,2.425
bonafide,3.265
bonafide,2.48
bonafide,1.97
bonafide,3.5
bonafide,4.48
bonafide,3.49
bonafide,3.225
bonafide,1.545
bonafide,1.52
bonafide,1.765
bonafide,3.255
bonafide,1.49
bonafide,1.705
bonafide,2.5
bonafide,1.555
bonafide,2.45
bonafide,1.86
bonafide,2.14
bonafide,3.14
bonafide,2.465
bonafide,2.4
bonafide,3.595
bonafide,1.85
bonafide,3.21
bonafide,1.345
bonafide,2.88
bonafide,2.025
bonafide,2.895
bonafide,2.36
bonafide,1.81
bonafide,1.95
bonafide,1.435
bonafide,1.92
bonafide,1.805
bonafide,1.93
bonafide,1.82
bonafide,2.345
bonafide,2.57
bonafide,1.18
bonafide,2.635
bonafide,1.7
bonafide,3.665
bonafide,3.495
bonafide,3.005
bonafide,2.485
bonafide,2.05
bonafide,1.985
bonafide,1.745
bonafide,2.3
bonafide,2.01
bonafide,3.97
bonafide,2.565
bonafide,3.315
bonafide,1.965
bonafide,2.19
bonafide,1.59
bonafide,2.985
bonafide,1.9
bonafide,1.99
bonafide,1.68
bonafide,2.235
bonafide,2.84
bonafide,1.605
bonafide,2.935
bonafide,2.18
bonafide,1.55
bonafide,2.13
bonafide,3.42
bonafide,1.915
bonafide,1.23
bonafide,1.895
bonafide,1.72
bonafide,2.08
bonafide,3.01
bonafide,2.33
bonafide,1.915
bonafide,4.015
bonafide,1.41
bonafide,2.685
bonafide,1.655
bonafide,1.245
bonafide,3.755
bonafide,2.665
bonafide,2.055
bonafide,2.325
bonafide,2.115
bonafide,4.135
bonafide,1.56
bonafide,2.05
bonafide,1.78
bonafide,3.28
bonafide,2.495
bonafide,1.9
bonafide,2.57
bonafide,2.025
bonafide,1.42
bonafide,2.27
bonafide,3.31
bonafide,2.62
bonafide,1.98
bonafide,1.77
bonafide,1.515
bonafide,1.935
bonafide,2.465
bonafide,2.37
bonafide,1.835
bonafide,2.45
bonafide,2.93
bonafide,2.445
bonafide,1.99
bonafide,2.205
bonafide,2.735
bonafide,1.88
bonafide,2.875
bonafide,1.63
bonafide,2.375
bonafide,2.985
bonafide,3.7
bonafide,3.235
bonafide,2.545
bonafide,2.315
bonafide,2.275
bonafide,1.9
bonafide,3.025
bonafide,1.715
bonafide,1.545
bonafide,3.32
bonafide,2.025
bonafide,1.925
bonafide,1.91
bonafide,1.25
bonafide,2.49
bonafide,2.435
bonafide,2.55
bonafide,1.58
bonafide,1.465
bonafide,4.475
bonafide,2.665
bonafide,1.77
bonafide,1.585
bonafide,1.965
bonafide,1.555
bonafide,3.745
bonafide,3.54
bonafide,1.805
bonafide,4.145
bonafide,1.475
bonafide,1.29
bonafide,2.475
bonafide,1.455
bonafide,2.175
bonafide,2.58
bonafide,3.275
bonafide,1.985
bonafide,3.375
bonafide,2.285
bonafide,2.605
bonafide,1.98
bonafide,1.885
bonafide,3.02
bonafide,1.995
bonafide,2.235
bonafide,1.67
bonafide,2.15
bonafide,1.35
bonafide,1.79
bonafide,1.7
bonafide,1.54
bonafide,2.795
bonafide,2.365
bonafide,2.995
bonafide,1.285
bonafide,2.015
bonafide,1.495
bonafide,3.04
bonafide,2.58
bonafide,2.345
bonafide,1.99
bonafide,2.465
bonafide,3.495
bonafide,2.72
bonafide,1.925
bonafide,1.85
bonafide,2.905
bonafide,1.63
bonafide,2.535
bonafide,2.55
bonafide,2.08
bonafide,1.71
bonafide,3.58
bonafide,4.4
bonafide,1.955
bonafide,2.09
bonafide,2.135
bonafide,1.775
bonafide,2.175
bonafide,1.38
bonafide,2.25
bonafide,2.78
bonafide,2.825
bonafide,2.395
bonafide,1.935
bonafide,1.87
bonafide,3.745
bonafide,1.6
bonafide,2.27
bonafide,2.175
bonafide,2.045
bonafide,2.545
bonafide,3.055
bonafide,1.89
bonafide,3.515
bonafide,3.205
bonafide,3.74
bonafide,3.405
bonafide,2.2
bonafide,2.18
bonafide,1.935
bonafide,3.315
bonafide,2.575
bonafide,3.25
bonafide,2.42
bonafide,2.215
bonafide,3.06
bonafide,2.54
bonafide,2.14
bonafide,1.985
bonafide,2.06
bonafide,1.415
bonafide,2.845
bonafide,3.25
bonafide,2.335
bonafide,3.32
bonafide,3.12
bonafide,2.26
bonafide,2.06
bonafide,1.78
bonafide,2.03
bonafide,3.765
bonafide,2.4
bonafide,3.005
bonafide,3.095
bonafide,2.305
bonafide,1.79
bonafide,1.32
bonafide,1.835
bonafide,3.34
bonafide,2.35
bonafide,1.435
bonafide,2.26
bonafide,1.6
bonafide,1.835
bonafide,1.47
bonafide,2.085
bonafide,1.975
bonafide,2.065
bonafide,2.415
bonafide,1.99
bonafide,2.36
bonafide,2.91
bonafide,1.705
bonafide,1.885
bonafide,2.04
bonafide,1.24
bonafide,3.7
bonafide,3.15
bonafide,3.755
bonafide,1.89
bonafide,1.91
bonafide,2.73
bonafide,2.6
bonafide,3.335
bonafide,2.445
bonafide,3.49
bonafide,1.885
bonafide,4.11
bonafide,2.27
bonafide,1.945
bonafide,2.235
bonafide,2.05
bonafide,2.24
bonafide,1.955
bonafide,3.155
bonafide,1.105
bonafide,3.53
bonafide,1.33
bonafide,1.67
bonafide,1.87
bonafide,3.68
bonafide,1.885
bonafide,2.555
bonafide,1.755
bonafide,2.59
bonafide,1.57
bonafide,2.61
bonafide,1.88
bonafide,2.54
bonafide,2.815
bonafide,1.61
bonafide,1.645
bonafide,2.315
bonafide,2.865
bonafide,3.895
bonafide,1.775
bonafide,1.745
bonafide,1.62
bonafide,1.85
bonafide,1.84
bonafide,1.955
bonafide,2.26
bonafide,1.975
bonafide,2.18
bonafide,3.825
bonafide,1.83
bonafide,1.735
bonafide,3.055
bonafide,3.25
bonafide,1.85
bonafide,1.31
bonafide,3.285
bonafide,2.185
bonafide,1.62
bonafide,1.89
bonafide,2.11
bonafide,1.98
bonafide,2.89
bonafide,2.49
bonafide,1.905
bonafide,3.43
bonafide,3.045
bonafide,1.935
bonafide,2.88
bonafide,2.06
bonafide,3.3
bonafide,2.05
bonafide,2.225
bonafide,2.285
bonafide,3.38
bonafide,3.13
bonafide,1.47
bonafide,3.305
bonafide,2.415
bonafide,4.075
bonafide,3.015
bonafide,2.01
bonafide,2.38
bonafide,3.285
bonafide,2.83
bonafide,3.045
bonafide,1.8
bonafide,2.255
bonafide,2.225
bonafide,1.605
bonafide,2.47
bonafide,1.62
bonafide,4.245
bonafide,1.23
bonafide,2.09
bonafide,2.375
bonafide,2.185
bonafide,1.76
bonafide,1.805
bonafide,3.275
bonafide,2.105
bonafide,2.22
bonafide,1.82
bonafide,3.11
bonafide,2.4
bonafide,1.83
bonafide,2.675
bonafide,2.62
bonafide,2.065
bonafide,2.455
bonafide,2.25
bonafide,3.44
bonafide,1.91
bonafide,2.64
bonafide,1.65
bonafide,2.885
bonafide,2.33
bonafide,1.44
bonafide,3.05
bonafide,1.725
bonafide,1.565
bonafide,1.555
bonafide,1.71
bonafide,3.985
bonafide,2.045
bonafide,1.79
bonafide,1.65
bonafide,2.265
bonafide,1.795
bonafide,2.57
bonafide,2.05
bonafide,2.915
bonafide,2.815
bonafide,4.19
bonafide,1.575
bonafide,3.075
bonafide,3.13
bonafide,2.44
bonafide,2.01
bonafide,1.58
bonafide,2.57
bonafide,1.465
bonafide,2.08
bonafide,4.23
bonafide,3.51
bonafide,2.955
bonafide,1.625
bonafide,2.42
bonafide,1.98
bonafide,1.815
bonafide,1.77
bonafide,2.49
bonafide,3.325
bonafide,1.99
bonafide,2.22
bonafide,2.025
bonafide,1.89
bonafide,2.825
bonafide,1.745
bonafide,1.805
bonafide,1.84
bonafide,2.07
bonafide,1.355
bonafide,3.79
bonafide,1.645
bonafide,1.535
bonafide,1.865
bonafide,2.72
bonafide,2.67
bonafide,2.665
bonafide,2.315
bonafide,3.555
bonafide,2.02
bonafide,2.44
bonafide,2.0
bonafide,3.805
bonafide,2.475
bonafide,2.35
bonafide,1.655
bonafide,2.86
bonafide,2.525
bonafide,2.34
bonafide,1.86
bonafide,1.615
bonafide,3.245
bonafide,2.015
bonafide,2.165
bonafide,5.06
bonafide,3.365
bonafide,3.4
bonafide,2.14
bonafide,3.025
bonafide,2.905
bonafide,3.97
bonafide,1.67
bonafide,2.665
bonafide,2.21
bonafide,4.365
bonafide,3.4
bonafide,1.405
bonafide,1.545
bonafide,1.565
bonafide,2.49
bonafide,2.68
bonafide,1.885
bonafide,2.03
bonafide,1.995
bonafide,3.89
bonafide,1.435
bonafide,2.365
bonafide,3.52
bonafide,1.29
bonafide,4.125
bonafide,4.025
bonafide,1.775
bonafide,2.555
bonafide,2.83
bonafide,1.475
bonafide,1.845
bonafide,2.2
bonafide,2.195
bonafide,2.2
bonafide,2.67
bonafide,2.535
bonafide,3.055
bonafide,2.47
bonafide,2.715
bonafide,2.665
bonafide,1.955
bonafide,3.905
bonafide,1.945
bonafide,2.51
bonafide,2.03
bonafide,1.77
bonafide,2.325
bonafide,1.775
bonafide,1.92
bonafide,2.225
bonafide,2.825
bonafide,2.245
bonafide,1.51
bonafide,2.475
bonafide,3.02
bonafide,1.56
bonafide,2.93
bonafide,3.05
bonafide,2.535
bonafide,1.7
bonafide,2.465
bonafide,2.45
bonafide,2.245
bonafide,2.025
bonafide,2.3
bonafide,1.64
bonafide,3.075
bonafide,3.255
bonafide,2.41
bonafide,2.435
bonafide,4.4
bonafide,1.9
bonafide,1.55
bonafide,1.285
bonafide,3.78
bonafide,2.535
bonafide,1.86
bonafide,1.49
bonafide,2.145
bonafide,1.975
bonafide,1.7
bonafide,1.825
bonafide,1.73
bonafide,1.28
bonafide,1.965
bonafide,2.09
bonafide,2.335
bonafide,2.165
bonafide,1.925
bonafide,2.83
bonafide,2.765
bonafide,2.68
bonafide,1.465
bonafide,2.085
bonafide,3.48
bonafide,2.255
bonafide,2.21
bonafide,3.76
bonafide,1.435
bonafide,2.52
bonafide,2.545
bonafide,2.625
bonafide,2.175
bonafide,2.03
bonafide,2.51
bonafide,2.25
bonafide,1.7
bonafide,1.81
bonafide,2.995
bonafide,2.905
bonafide,1.815
bonafide,1.96
bonafide,1.81
bonafide,1.875
bonafide,1.4
bonafide,2.08
bonafide,2.465
bonafide,2.505
bonafide,3.53
bonafide,2.09
bonafide,2.035
bonafide,2.075
bonafide,2.1
bonafide,1.955
bonafide,2.11
bonafide,2.485
bonafide,2.075
bonafide,5.065
bonafide,2.34
bonafide,4.57
bonafide,1.93
bonafide,2.195
bonafide,2.39
bonafide,2.005
bonafide,1.48
bonafide,2.455
bonafide,2.625
bonafide,1.12
bonafide,1.92
bonafide,1.245
bonafide,1.965
bonafide,2.46
bonafide,4.275
bonafide,2.68
bonafide,2.835
bonafide,1.98
bonafide,2.775
bonafide,1.84
bonafide,2.18
bonafide,1.61
bonafide,2.255
bonafide,2.48
bonafide,2.325
bonafide,2.305
bonafide,3.275
bonafide,2.835
bonafide,2.22
bonafide,2.48
bonafide,1.985
bonafide,1.775
bonafide,1.96
bonafide,3.27
bonafide,1.575
bonafide,1.765
bonafide,1.65
bonafide,3.07
bonafide,2.855
bonafide,1.735
bonafide,2.585
bonafide,1.445
bonafide,1.975
bonafide,2.11
bonafide,2.185
bonafide,1.465
bonafide,1.95
bonafide,3.7
bonafide,1.82
bonafide,2.475
bonafide,2.415
bonafide,1.91
bonafide,2.45
bonafide,2.31
bonafide,2.64
bonafide,3.27
bonafide,2.135
bonafide,1.93
bonafide,2.19
bonafide,2.885
bonafide,3.145
bonafide,2.99
bonafide,3.06
bonafide,1.77
bonafide,1.95
bonafide,2.07
bonafide,2.0
bonafide,2.78
bonafide,1.3
bonafide,1.715
bonafide,1.79
bonafide,1.835
bonafide,2.89
bonafide,1.71
bonafide,1.645
bonafide,1.705
bonafide,2.12
bonafide,2.385
bonafide,3.215
bonafide,1.42
bonafide,1.85
bonafide,1.985
bonafide,2.775
bonafide,3.48
bonafide,2.025
bonafide,2.53
bonafide,1.435
bonafide,1.465
bonafide,2.615
bonafide,2.425
bonafide,1.9
bonafide,3.695
bonafide,2.855
bonafide,1.775
bonafide,1.59
bonafide,2.545
bonafide,2.555
bonafide,2.395
bonafide,1.955
bonafide,1.745
bonafide,2.43
bonafide,2.195
bonafide,1.26
bonafide,3.5
bonafide,3.32
bonafide,3.385
bonafide,2.46
bonafide,2.0
bonafide,4.63
bonafide,3.245
bonafide,2.015
bonafide,2.77
bonafide,1.255
bonafide,3.735
bonafide,3.715
bonafide,1.47
bonafide,4.025
bonafide,1.07
bonafide,2.355
bonafide,3.955
bonafide,3.445
bonafide,2.255
bonafide,1.315
bonafide,2.765
bonafide,1.915
bonafide,1.46
bonafide,3.3
bonafide,2.055
bonafide,3.33
bonafide,1.945
bonafide,2.515
bonafide,3.295
bonafide,1.77
bonafide,3.405
bonafide,1.94
bonafide,2.045
bonafide,2.395
bonafide,2.23
bonafide,2.32
bonafide,4.13
bonafide,2.085
bonafide,1.31
bonafide,2.73
bonafide,1.505
bonafide,3.275
bonafide,1.94
bonafide,1.97
bonafide,1.915
bonafide,1.7
bonafide,1.85
bonafide,1.69
bonafide,2.26
bonafide,2.465
bonafide,2.255
bonafide,2.01
bonafide,1.785
bonafide,3.48
bonafide,1.975
bonafide,4.275
bonafide,1.285
bonafide,2.065
bonafide,1.84
bonafide,3.35
bonafide,1.8
bonafide,2.0
bonafide,4.06
bonafide,2.115
bonafide,2.975
bonafide,2.22
bonafide,1.745
bonafide,3.1
bonafide,1.805
bonafide,1.61
bonafide,1.69
bonafide,2.225
bonafide,2.29
bonafide,2.26
bonafide,4.27
bonafide,2.085
bonafide,3.235
bonafide,1.125
bonafide,1.895
bonafide,2.83
bonafide,3.275
bonafide,1.79
bonafide,1.985
bonafide,1.83
bonafide,3.535
bonafide,2.395
bonafide,2.03
bonafide,2.545
bonafide,1.48
bonafide,3.19
bonafide,2.2
bonafide,1.75
bonafide,1.53
bonafide,2.01
bonafide,1.78
bonafide,2.63
bonafide,3.105
bonafide,2.005
bonafide,3.095
bonafide,1.5
bonafide,2.495
bonafide,2.145
bonafide,2.36
bonafide,1.845
bonafide,2.53
bonafide,1.695
bonafide,2.405
bonafide,3.42
bonafide,1.72
bonafide,1.565
bonafide,2.94
bonafide,2.205
bonafide,1.49
bonafide,1.305
bonafide,1.965
bonafide,1.365
bonafide,1.66
bonafide,1.9
bonafide,3.0
bonafide,3.315
bonafide,2.465
bonafide,1.75
bonafide,2.335
bonafide,1.69
bonafide,2.355
bonafide,2.035
bonafide,2.13
bonafide,2.735
bonafide,2.065
bonafide,3.785
bonafide,2.285
bonafide,1.55
bonafide,1.965
bonafide,1.725
bonafide,4.52
bonafide,2.27
bonafide,2.955
bonafide,1.99
bonafide,2.48
bonafide,2.055
bonafide,3.245
bonafide,3.025
bonafide,1.745
bonafide,3.84
bonafide,2.01
bonafide,1.665
bonafide,1.98
bonafide,2.855
bonafide,2.275
bonafide,1.77
bonafide,2.13
bonafide,1.525
bonafide,2.66
bonafide,1.945
bonafide,2.075
bonafide,2.855
bonafide,1.905
bonafide,1.585
bonafide,1.795
bonafide,1.975
bonafide,3.655
bonafide,3.47
bonafide,4.445
bonafide,2.54
bonafide,3.465
bonafide,2.625
bonafide,1.75
bonafide,2.98
bonafide,4.43
bonafide,1.715
bonafide,1.71
bonafide,3.125
bonafide,2.17
bonafide,2.225
bonafide,3.86
bonafide,2.885
bonafide,2.43
bonafide,1.525
bonafide,1.76
bonafide,2.13
bonafide,1.635
bonafide,2.44
bonafide,2.305
bonafide,2.315
bonafide,2.0
bonafide,2.34
bonafide,2.46
bonafide,2.015
bonafide,1.765
bonafide,2.59
bonafide,2.03
bonafide,2.385
bonafide,1.78
bonafide,1.545
bonafide,2.115
bonafide,3.46
bonafide,1.715
bonafide,2.935
bonafide,2.035
bonafide,3.165
bonafide,2.57
bonafide,1.99
bonafide,1.805
bonafide,3.98
bonafide,3.29
bonafide,2.375
bonafide,1.765
bonafide,2.645
bonafide,3.085
bonafide,2.635
bonafide,4.06
bonafide,1.605
bonafide,2.09
bonafide,1.885
bonafide,1.995
bonafide,5.105
bonafide,2.255
bonafide,1.895
bonafide,2.3
bonafide,3.32
bonafide,3.185
bonafide,2.905
bonafide,2.445
bonafide,2.185
bonafide,2.42
bonafide,1.895
bonafide,3.91
bonafide,1.655
bonafide,3.755
bonafide,1.245
bonafide,3.445
bonafide,2.4
bonafide,3.285
bonafide,3.255
bonafide,1.54
bonafide,2.135
bonafide,2.48
bonafide,1.49
bonafide,1.795
bonafide,3.215
bonafide,1.795
bonafide,2.265
bonafide,2.475
bonafide,2.485
bonafide,2.01
bonafide,1.935
bonafide,1.46
bonafide,1.785
bonafide,1.34
bonafide,1.98
bonafide,2.89
bonafide,1.92
bonafide,1.505
bonafide,2.48
bonafide,2.275
bonafide,3.74
bonafide,3.325
bonafide,3.28
bonafide,2.1
bonafide,2.745
bonafide,2.26
bonafide,2.995
bonafide,2.605
bonafide,2.355
bonafide,2.215
bonafide,3.705
bonafide,2.55
bonafide,1.765
bonafide,3.77
bonafide,2.33
bonafide,2.155
bonafide,2.18
bonafide,2.08
bonafide,1.565
bonafide,3.0
bonafide,3.335
bonafide,3.995
bonafide,2.55
bonafide,2.04
bonafide,2.095
bonafide,1.51
bonafide,1.315
bonafide,2.52
bonafide,3.005
bonafide,1.81
bonafide,2.375
bonafide,1.92
bonafide,1.465
bonafide,1.96
bonafide,3.12
bonafide,1.51
bonafide,3.505
bonafide,3.615
bonafide,3.03
bonafide,3.495
bonafide,2.165
bonafide,2.04
bonafide,1.67
bonafide,1.67
bonafide,2.17
bonafide,2.005
bonafide,1.69
bonafide,2.02
bonafide,2.54
bonafide,1.955
bonafide,3.135
bonafide,2.065
bonafide,3.05
bonafide,2.045
bonafide,3.355
bonafide,3.87
bonafide,2.395
bonafide,2.0
bonafide,1.4
bonafide,2.59
bonafide,1.87
bonafide,3.21
bonafide,2.1
bonafide,2.01
bonafide,1.495
bonafide,2.655
bonafide,2.21
bonafide,2.355
bonafide,1.65
bonafide,7.025
bonafide,2.34
bonafide,1.655
bonafide,3.185
bonafide,3.32
bonafide,1.79
bonafide,1.745
bonafide,3.08
bonafide,2.06
bonafide,1.79
bonafide,2.805
bonafide,2.385
bonafide,1.91
bonafide,2.29
bonafide,2.545
bonafide,2.46
bonafide,1.915
bonafide,1.76
bonafide,1.86
bonafide,2.83
bonafide,2.6
bonafide,1.67
bonafide,4.23
bonafide,2.575
bonafide,1.76
bonafide,1.845
bonafide,1.88
bonafide,1.855
bonafide,2.0
bonafide,1.845
bonafide,2.9
bonafide,2.595
bonafide,2.68
bonafide,1.405
bonafide,2.355
bonafide,1.78
bonafide,2.12
bonafide,1.66
bonafide,2.775
bonafide,1.65
bonafide,3.585
bonafide,1.405
bonafide,1.56
bonafide,1.805
bonafide,1.815
bonafide,2.645
bonafide,2.475
bonafide,1.995
bonafide,3.135
bonafide,1.87
bonafide,2.42
bonafide,2.56
bonafide,1.56
bonafide,2.175
bonafide,1.93
bonafide,3.665
bonafide,1.975
bonafide,3.38
bonafide,1.805
bonafide,1.52
bonafide,2.22
bonafide,2.81
bonafide,2.485
bonafide,2.895
bonafide,2.585
bonafide,2.15
bonafide,2.8
bonafide,2.7
bonafide,2.445
bonafide,2.415
bonafide,2.155
bonafide,2.135
bonafide,2.9
bonafide,2.105
bonafide,2.155
bonafide,1.755
bonafide,2.845
bonafide,1.965
bonafide,2.175
bonafide,2.65
bonafide,1.915
bonafide,3.09
bonafide,2.715
bonafide,3.005
bonafide,2.61
bonafide,2.585
bonafide,2.56
bonafide,3.815
bonafide,2.355
bonafide,1.335
bonafide,2.17
bonafide,3.215
bonafide,2.805
bonafide,2.13
bonafide,2.47
bonafide,1.56
bonafide,1.86
bonafide,1.725
bonafide,2.58
bonafide,1.98
bonafide,1.82
bonafide,1.805
bonafide,3.77
bonafide,2.635
bonafide,2.88
bonafide,2.33
bonafide,2.175
bonafide,2.8
bonafide,4.48
bonafide,3.29
bonafide,2.805
bonafide,1.5
bonafide,2.395
bonafide,2.615
bonafide,1.96
bonafide,1.88
bonafide,3.02
bonafide,4.125
bonafide,4.075
bonafide,2.915
bonafide,2.4
bonafide,1.79
bonafide,1.95
bonafide,1.695
bonafide,2.65
bonafide,3.49
bonafide,1.73
bonafide,1.69
bonafide,1.945
bonafide,4.015
bonafide,2.56
bonafide,1.955
bonafide,1.825
bonafide,2.335
bonafide,2.135
bonafide,2.77
bonafide,2.51
bonafide,2.59
bonafide,1.435
bonafide,2.855
bonafide,2.545
bonafide,1.69
bonafide,2.23
bonafide,2.305
bonafide,1.72
bonafide,2.12
bonafide,2.57
bonafide,2.875
bonafide,1.87
bonafide,2.48
bonafide,2.43
bonafide,1.305
bonafide,1.99
bonafide,1.64
bonafide,2.755
bonafide,1.945
bonafide,2.94
bonafide,2.465
bonafide,1.065
bonafide,2.05
bonafide,1.7
bonafide,1.855
bonafide,2.535
bonafide,2.125
bonafide,3.13
bonafide,3.74
bonafide,1.535
bonafide,2.755
bonafide,2.49
bonafide,1.79
bonafide,3.635
bonafide,3.46
bonafide,2.33
bonafide,2.59
bonafide,3.5
bonafide,1.78
bonafide,3.43
bonafide,1.915
bonafide,3.48
bonafide,2.595
bonafide,3.42
bonafide,2.625
bonafide,2.27
bonafide,2.77
bonafide,2.835
bonafide,2.59
bonafide,3.81
bonafide,4.935
bonafide,1.42
bonafide,3.815
bonafide,1.78
bonafide,1.665
bonafide,1.98
bonafide,2.855
bonafide,1.345
bonafide,3.55
bonafide,2.985
bonafide,1.77
bonafide,1.855
bonafide,2.015
bonafide,3.0
bonafide,1.97
bonafide,2.545
bonafide,2.355
bonafide,2.165
bonafide,3.13
bonafide,2.625
bonafide,2.21
bonafide,2.19
bonafide,3.4
bonafide,3.095
bonafide,2.155
bonafide,2.205
bonafide,2.585
bonafide,3.51
bonafide,1.745
bonafide,1.575
bonafide,2.135
bonafide,4.645
bonafide,2.54
bonafide,1.755
bonafide,2.615
bonafide,1.715
bonafide,1.585
bonafide,1.95
bonafide,3.305
bonafide,2.175
bonafide,1.84
bonafide,1.935
bonafide,2.305
bonafide,3.35
bonafide,2.495
bonafide,1.65
bonafide,2.035
bonafide,2.975
bonafide,1.77
bonafide,3.19
bonafide,2.015
bonafide,2.225
bonafide,1.685
bonafide,2.085
bonafide,1.75
bonafide,2.15
bonafide,1.895
bonafide,2.29
bonafide,1.985
bonafide,1.66
bonafide,1.905
bonafide,1.915
bonafide,2.025
bonafide,1.975
bonafide,2.535
bonafide,1.805
bonafide,1.72
bonafide,2.83
spoof,2.14
spoof,2.13
spoof,1.905
spoof,3.045
spoof,1.68
spoof,1.91
spoof,2.365
spoof,1.53
spoof,4.44
spoof,2.67
spoof,4.27
spoof,2.035
spoof,4.035
spoof,2.1
spoof,3.0
spoof,2.47
spoof,2.265
spoof,3.31
spoof,2.705
spoof,2.87
spoof,1.44
spoof,2.56
spoof,2.125
spoof,2.885
spoof,1.55
spoof,1.515
spoof,2.59
spoof,2.65
spoof,2.09
spoof,2.505
spoof,3.44
spoof,1.33
spoof,2.285
spoof,1.46
spoof,4.48
spoof,1.865
spoof,2.26
spoof,3.325
spoof,1.555
spoof,3.735
spoof,1.29
spoof,2.585
spoof,1.855
spoof,3.31
spoof,1.98
spoof,1.765
spoof,1.325
spoof,1.945
spoof,2.215
spoof,1.845
spoof,2.32
spoof,2.3
spoof,1.605
spoof,2.675
spoof,1.775
spoof,2.42
spoof,1.895
spoof,4.87
spoof,1.685
spoof,2.235
